,State,City,name,cat,lat,lon,price,rating,review
3,sc, charleston,Beach House Spa,Massage,32.7864,-79.79039,$$,5.0,23.0
4,sc, charleston,The Salt Spa & Yoga,Massage,32.797474,-79.945601,$$,4.5,23.0
5,sc, charleston,The Spa at Belmond Charleston Place,Day Spas,32.7810558,-79.9317478,$$$$,3.5,31.0
6,sc, charleston,Body Revelations Wellness,Massage Therapy,32.784038,-79.941732,0,5.0,1.0
7,sc, charleston,SoCa Day Spa,Day Spas,32.867999,-80.01736,$$$,4.5,40.0
8,sc, charleston,Heart of Charleston Luxury Spa,Skin Care,32.7802286,-79.9272881,$$,5.0,2.0
9,sc, charleston,Spa Adagio,Day Spas,32.785811,-79.936563,$$$,4.0,25.0
10,sc, charleston,Urban Nirvana,Day Spas,32.7769318,-79.9739761,$$$,4.5,42.0
11,sc, charleston,Elyon Boutique Spa,Day Spas,32.7766748,-79.9273919,0,5.0,10.0
12,sc, charleston,Verdant EcoSpa,Day Spas,32.783428,-79.992169,0,4.5,15.0
13,sc, charleston,glowspa,Day Spas,32.7979820099128,-79.8887275509262,$$,4.5,18.0
14,sc, charleston,Angel Spa,Massage,32.7908536961171,-80.0289413042298,$,4.5,24.0
15,sc, charleston,Simply Your Spa,Day Spas,32.80582,-80.02231,$$,4.5,69.0
16,sc, charleston,Restore Hyper Wellness + Cryotherapy- Charleston,IV Hydration,32.782518,-79.9894196,0,5.0,3.0
17,sc, charleston,The Healing Gallery,Acupuncture,32.7784924677691,-79.9301877476379,0,5.0,4.0
18,sc, charleston,The Amethyst Spa & Nail Bar,Day Spas,32.7821578979492,-79.9342727661133,$$$,4.0,5.0
19,sc, charleston,STOX -Boulevard,Hair Salons,32.792126,-79.867673,$$$,5.0,13.0
0,tx, houston,milk + honey,Day Spas,29.7409388,-95.4191282,$$,4.5,381.0
1,tx, houston,Sanctuary Spa,Day Spas,29.750493,-95.410078,$$,4.5,146.0
2,tx, houston,Hammam Spa,Day Spas,29.73802,-95.49907,$$,4.5,119.0
3,tx, houston,The Woodhouse Day Spa - Houston - Vintage,Day Spas,29.998331,-95.5670200106172,$$$,4.5,71.0
4,tx, houston,Prosperous Paradise Spa,Day Spas,29.7064,-95.5562,$$,4.5,19.0
5,tx, houston,River Oaks Advanced Bodyworks,Massage,29.735007,-95.426732,$$,5.0,195.0
6,tx, houston,Spa by Alessandra,Day Spas,29.75497,-95.36569,$$$,5.0,9.0
7,tx, houston,My Spa Joy,Massage,29.751861,-95.4019518,$$,5.0,149.0
8,tx, houston,Zalla Massage,Massage,29.75183,-95.39833,$$,4.5,284.0
9,tx, houston,Gangnam Spa,Day Spas,29.832596,-95.646533,0,3.5,74.0
10,tx, houston,Mokara Spa,Day Spas,29.76175,-95.45946,$$$,4.5,37.0
11,tx, houston,Sousan Med Spa,Medical Spas,29.735818,-95.43387,$$,5.0,22.0
12,tx, houston,Honey Dip Yoni Spa,Day Spas,29.6785093,-95.418414,0,5.0,7.0
13,tx, houston,Fiori Spa,Day Spas,29.73851,-95.4882,$$$,3.5,99.0
14,tx, houston,Urban Day Spa,Day Spas,29.8800306,-95.644336627578,$,4.5,101.0
15,tx, houston,Soul Retreat Spa,Massage,29.787799,-95.467492,$$,5.0,69.0
16,tx, houston,The Pampered Escape Spa,Skin Care,29.73722,-95.5921,$$,4.5,15.0
17,tx, houston,The Greenhouse Day Spa,Day Spas,29.7442,-95.40484,0,5.0,10.0
18,tx, houston,Beauty & Beyond Skin Care & Spa,Skin Care,29.76254,-95.36091,0,5.0,4.0
19,tx, houston,Bliss Day Spa,Nail Salons,29.7684751990292,-95.4099941253662,$$,4.0,212.0
0,tx, dallas,Riviera Spa,Day Spas,32.8225801908619,-96.7904050859348,$$,4.5,150.0
1,tx, dallas,King Spa & Sauna,Day Spas,32.8937678763569,-96.9059927675811,$$,3.5,871.0
2,tx, dallas,The Ritz-Carlton Spa,Skin Care,32.792422,-96.803915,$$$,4.0,31.0
3,tx, dallas,The Spa at The Joule,Day Spas,32.780578,-96.7984,$$$$,4.5,31.0
4,tx, dallas,Exhale Dallas,Day Spas,32.836127,-96.778032,$$$,4.0,112.0
5,tx, dallas,Spa Adolphus,Day Spas,32.7798929,-96.7998399,$$$,4.5,27.0
6,tx, dallas,Mara's Med Spa-Uptown,Laser Hair Removal,32.79296,-96.802075,$$,4.5,188.0
7,tx, dallas,Spa Castle Texas,Massage,32.9871711,-96.907355,$$,3.0,859.0
8,tx, dallas,Vis à Vis Day Spa & Med Spa,Day Spas,32.800605,-96.8012009,$$,4.0,147.0
9,tx, dallas,V Spa,Day Spas,32.798778,-96.831811,$$$,4.0,34.0
10,tx, dallas,Hawaii Thai Massage & Spa,Massage Therapy,32.8628534,-96.8070537,$$,4.5,90.0
11,tx, dallas,ZaSpa,Day Spas,32.7943136108977,-96.801412447113,$$$,4.0,30.0
12,tx, dallas,Lily Health Spa,Massage,32.85129,-96.59929,0,5.0,1.0
13,tx, dallas,Spa Habitat - West Village,Day Spas,32.8082983,-96.7973428,$$$,4.0,83.0
14,tx, dallas,Sage Massage Studio,Massage,32.807208,-96.806913,0,5.0,36.0
15,tx, dallas,Virtu Spa & Wellness,Massage Therapy,32.7826453,-96.7954613,0,5.0,4.0
16,tx, dallas,Vivian's Boutique Spa,Day Spas,32.8104791109703,-96.770792037447,0,4.5,38.0
17,tx, dallas,The Float Spot,Massage,33.1132418724557,-96.8390482664108,$$,4.5,76.0
18,tx, dallas,Avy's Day Spa,Day Spas,32.800057,-96.80466,$$,5.0,72.0
19,tx, dallas,Hiatus Spa + Retreat,Day Spas,32.8500992264329,-96.8185018972301,$$,4.0,271.0
0,tx, austin,Zen Blend Mind + Body Spa,Massage,30.173438,-97.81636,$$,5.0,228.0
1,tx, austin,Spa Sway,Day Spas,30.39685,-97.72611,$$,4.5,356.0
2,tx, austin,milk + honey,Day Spas,30.2643587,-97.7480135,$$$,4.0,523.0
3,tx, austin,The Spa,Day Spas,30.2631446399525,-97.7426147460938,$$$,4.5,27.0
4,tx, austin,Spa Luxe,Massage,30.649776,-97.687704,$$$,5.0,34.0
5,tx, austin,Spa Reveil,Day Spas,30.4006921249668,-97.7263995011976,$$$,4.0,165.0
6,tx, austin,Glow Spa & Wax House,Skin Care,30.3559489356951,-97.7361582595245,$$,5.0,133.0
7,tx, austin,Organic Spa Massage & SkinCare,Day Spas,30.4338353021682,-97.7723154378573,$$,4.5,200.0
8,tx, austin,The Massage Studio,Massage,30.226062,-97.761915,$$,5.0,306.0
9,tx, austin,Spa at the Lake,Day Spas,30.35649,-97.96036,$$$,4.5,47.0
10,tx, austin,Zero Gravity Institute,Massage,30.242297,-97.781847,$$,5.0,81.0
11,tx, austin,True REST Float Spa,Float Spa,30.398553,-97.744361,0,5.0,65.0
12,tx, austin,Spavia Day Spa - On Burnet,Day Spas,30.34258,-97.73832,$$,4.5,56.0
13,tx, austin,Mantis Massage,Massage,30.28854,-97.70661,$$,5.0,310.0
14,tx, austin,AWAY Spa by W Hotels,Day Spas,30.26535,-97.74671,$$$,4.0,101.0
15,tx, austin,Kalologie Medspa Austin,Skin Care,30.2558811,-97.7628877,$$,4.5,75.0
16,tx, austin,It's a Secret Med Spa,Aestheticians,30.40265,-97.7198181,0,5.0,5.0
17,tx, austin,Dream Spa,Nail Salons,30.31427,-97.71463,0,4.5,108.0
18,tx, austin,milk + honey,Day Spas,30.3096402,-97.9420371,$$$,4.0,139.0
19,tx, austin,The Woodhouse Day Spa- Austin,Day Spas,30.3344626664963,-97.8084079242063,$$$,3.5,108.0
0,tx, el paso,The Woodhouse Day Spa,Day Spas,31.770787,-106.371092,$$$$,4.5,30.0
1,tx, el paso,Blush Boutique & Spa,Massage,31.7595175,-106.4867408,$$,4.5,80.0
2,tx, el paso,Head 2 Toe Relaxing Spa,Massage,31.76571,-106.36426,$,5.0,19.0
3,tx, el paso,Unknot Thai Spa,Skin Care,31.8622050891784,-106.547998300525,$$,4.5,28.0
4,tx, el paso,Royal Sauna & Spa,Massage,31.8884,-106.41647,0,4.5,7.0
5,tx, el paso,Relax Garden,Massage,31.7752732,-106.2532831,0,5.0,10.0
6,tx, el paso,9 Spa Massage,Day Spas,31.7832444594056,-106.393614282333,$$$,4.0,6.0
7,tx, el paso,Shanghai Tea Spa,Massage,31.8344612121582,-106.541091918945,$$,4.0,20.0
8,tx, el paso,Barragan's Hair Salon & Day Spa,Day Spas,31.72566,-106.271156,$$$,3.0,28.0
9,tx, el paso,The Beauty Bar,Hair Salons,31.7892666848312,-106.507438319603,$$,4.5,12.0
10,tx, el paso,Body Sugaring Of El Paso,Massage,31.9165229797363,-106.420883178711,$$,5.0,3.0
11,tx, el paso,Mei Mei,Massage Therapy,31.7835966,-106.4037712,0,5.0,1.0
12,tx, el paso,Zen Therapeutic Retreat,Massage Therapy,31.832599,-106.532047,0,4.5,8.0
13,tx, el paso,Happy Feet,Massage,31.8370399,-106.5625992,$$,4.0,44.0
14,tx, el paso,Sundown Massage,Massage,31.7443,-106.29481,0,5.0,3.0
15,tx, el paso,European Touch by Sophie,Skin Care,31.8186283111572,-106.517547607422,$$,4.5,12.0
16,tx, el paso,Desert Rose Spa,Spray Tanning,31.78135,-106.44974,0,5.0,5.0
17,tx, el paso,Selah Salon & Spa,Hair Salons,31.7812496,-106.4192896,$$,4.5,38.0
18,tx, el paso,Body Kneads,Massage,31.834130342878,-106.530502665675,0,5.0,3.0
19,tx, el paso,Float & Calm Spa,Massage,31.76581,-106.28547,0,4.5,3.0
0,tx, lubbock,The Woodhouse Day Spa - Lubbock,Day Spas,33.5188262,-101.90302,$$$,4.0,36.0
1,tx, lubbock,Luminous You,Massage,33.550063,-101.878834,$$,5.0,14.0
2,tx, lubbock,The Spa,Skin Care,33.5208,-101.92355,0,5.0,4.0
3,tx, lubbock,Renaissance European Spa,Day Spas,33.5482469,-101.9078426,$$,3.5,12.0
4,tx, lubbock,Xperience Salon & Day Spa,Day Spas,33.5279936,-101.8885757,$$,4.0,13.0
5,tx, lubbock,Soothing Foot Spa & Tea Bar,Massage,33.5192113309689,-101.924219521584,$$,4.5,14.0
6,tx, lubbock,Oceans Massage Spa & School,Massage,33.480640411377,-101.906295776367,$$$,4.5,5.0
7,tx, lubbock,Foot Heaven Spa,Day Spas,33.591591,-101.92131,$$,4.0,6.0
8,tx, lubbock,healthy house,Massage,33.562226,-101.9226449,0,5.0,3.0
9,tx, lubbock,Broderick's Therapeutic World,Massage,33.53366,-101.92496,$$,4.0,5.0
10,tx, lubbock,Therapy Today,Massage Therapy,33.52069,-101.8867,0,5.0,14.0
11,tx, lubbock,HWY 108: Holistic Wellness & Yoga,Yoga,33.549175,-101.906273,0,5.0,11.0
12,tx, lubbock,Q Foot Spa,Massage,33.5497809325061,-101.911768355249,$$,4.5,16.0
13,tx, lubbock,Venice Nails and Spa,Nail Salons,33.5213362,-101.8893643,$$,4.0,58.0
14,tx, lubbock,Melissa's Spa and Wellness,Massage Therapy,33.5193104,-101.921881,0,3.0,4.0
15,tx, lubbock,Soothing Foot SPA,Reflexology,33.533703,-101.957803,0,5.0,1.0
16,tx, lubbock,Lindsey's Salon & Day Spa,Nail Salons,33.5182456970215,-101.885795593262,$$,4.0,5.0
17,tx, lubbock,Bloomington Salon,Blow Dry/Out Services,33.51928,-101.90541,0,4.5,8.0
18,tx, lubbock,Vogue Nails & Spa,Day Spas,33.51912,-101.94111,$$,4.0,25.0
19,tx, lubbock,Lubbock Reflexology,Massage,33.5394643708014,-101.925991035141,0,5.0,2.0
0,tx, midland,The Woodhouse Day Spa - Midland,Massage,32.0287052340804,-102.143316054003,$$,3.5,17.0
1,tx, midland,Escape Day Spa,Day Spas,31.994417,-102.097756,0,5.0,2.0
2,tx, midland,Jian Kang Massage,Reflexology,31.97606,-102.07305,0,4.5,2.0
3,tx, midland,Massage Oasis,Massage Therapy,32.0339023,-102.1243949,0,4.0,18.0
4,tx, midland,The Comfort Zone Spa,Massage Therapy,32.0672556,-102.0865249,0,5.0,1.0
5,tx, midland,True You Spa,Day Spas,32.03184,-102.12603,0,5.0,1.0
6,tx, midland,Briarwood Medical Spa,Medical Spas,32.02795,-102.15601,0,5.0,3.0
7,tx, midland,Body Focus Medical Spa,Medical Spas,31.9700705586094,-102.125412052683,0,5.0,1.0
8,tx, midland,Flamingo Massage,Massage,32.00252,-102.113553,0,5.0,1.0
9,tx, midland,Relaxing House - Chinese Acupressure,Reflexology,32.0203298329237,-102.125589363277,$,4.5,20.0
10,tx, midland,Midland Nails & Spa,Nail Salons,32.0321040093547,-102.12462382425,$$,4.0,46.0
11,tx, midland,Joe James Salon & Day Spa,Hair Salons,32.0237983,-102.106215,$$$,3.5,16.0
12,tx, midland,New-U Med Spa,Skin Care,32.03537,-102.13202,0,5.0,1.0
13,tx, midland,Venetian Nails Day Spa,Nail Salons,31.993742,-102.153756,$$,3.5,61.0
14,tx, midland,Midland Nail Lounge,Nail Salons,32.0344761334725,-102.123481581813,0,4.0,8.0
15,tx, midland,Sunny Chinese Massage,Massage Therapy,32.019072,-102.08065433,0,4.0,1.0
16,tx, midland,Live Pure Chiropractic,Chiropractors,32.0024729698078,-102.113663822881,0,3.5,2.0
17,tx, midland,Massage Charm,Massage Therapy,32.00249,-102.13594,0,4.0,5.0
18,tx, midland,Pattaya Massage,Massage Therapy,31.8769829522313,-102.330209994594,0,4.5,10.0
19,tx, midland,Barry Morris Salon,Nail Salons,32.024371,-102.108146,0,5.0,2.0
0,tx, denton,King Spa,Massage,33.2305221557617,-97.1343688964844,$$,4.5,31.0
1,tx, denton,Essentials Day Spa,Day Spas,33.2189674377441,-97.1347198486328,$$$,4.5,8.0
2,tx, denton,Bodhi Tree Bodyworks,Massage Therapy,33.2287496,-97.1337714,0,5.0,6.0
3,tx, denton,Massage On The Square,Massage,33.2156449,-97.1319658,$$,5.0,2.0
4,tx, denton,Bella Salon & Spa,Nail Salons,33.1843282494081,-97.1078065772424,$$,4.0,85.0
5,tx, denton,CQ Foot Spa,Massage,33.19225,-97.09528,0,4.5,11.0
6,tx, denton,Captiva Hair Salon & Spa,Day Spas,33.2156949,-97.13395,$$,5.0,21.0
7,tx, denton,Grand Nail Spa,Nail Salons,33.230123,-97.158785,$$,4.0,79.0
8,tx, denton,The New You,Sugaring,33.2104225158691,-97.1368789672852,$$,4.5,8.0
9,tx, denton,Shambhala Wellness,Hypnosis/Hypnotherapy,33.23116,-97.1304399,0,5.0,3.0
10,tx, denton,Kim Spa,Massage,33.2296042325646,-97.138216608564,$$,3.5,6.0
11,tx, denton,Heal Spa,Massage,33.1738124,-97.0891477,0,2.5,3.0
12,tx, denton,Davanti Salon and Spa,Hair Salons,33.193988,-97.0990659,$$,3.5,42.0
13,tx, denton,Denton Specialty Massage,Massage,33.21042,-97.13687,0,5.0,1.0
14,tx, denton,Nature's Remedy,Reflexology,33.2289863,-97.1536,0,4.5,4.0
15,tx, denton,LV Asian Massage,Massage Therapy,33.2295473,-97.1403694,0,3.5,3.0
16,tx, denton,Soho Salon,Nail Salons,33.2221755981445,-97.1326370239258,$$,4.0,45.0
17,tx, denton,Luxe Nail Salon,Nail Salons,33.2283908916634,-97.1684382711427,$$,3.5,56.0
18,tx, denton,Massage By Laurel,Massage Therapy,33.205448873361,-97.135851747172,0,3.5,3.0
19,tx, denton,Soma Massage Therapy,Massage,33.2198371810483,-97.1501344443766,0,4.5,5.0
0,tx, tyler,The Rose Spa At The Cascades,Hair Salons,32.317385,-95.356822,$$,4.0,12.0
1,tx, tyler,La Vie Med Spa,Massage Therapy,32.265522,-95.341684,0,5.0,5.0
2,tx, tyler,Body & Soul Massage Studio,Massage Therapy,32.288523,-95.305739,0,5.0,4.0
3,tx, tyler,Thip's Massage & Spa,Massage Therapy,32.286599,-95.306871,0,5.0,3.0
4,tx, tyler,Belladonna Day Spa & Boutique,Day Spas,32.29409,-95.30472,$$$,2.5,9.0
5,tx, tyler,Pure Nail Spa and Bar,Massage,32.3110969961352,-95.3013142310472,$$,4.0,25.0
6,tx, tyler,Pure Radiance Medical Spa,Laser Hair Removal,32.2775385,-95.3055063,$$$,3.5,3.0
7,tx, tyler,Pure massage,Massage Therapy,32.28021,-95.33136,0,4.5,13.0
8,tx, tyler,A Time 4 U,Massage,32.28813,-95.30578,0,5.0,1.0
9,tx, tyler,Jessica's Massage Spa,Skin Care,32.3075686,-95.3008149,$$$,3.0,14.0
10,tx, tyler,Luxe Med Spa,Medical Spas,32.2730146,-95.3419115,0,5.0,1.0
11,tx, tyler,Yen Massage and Yoga,Massage Therapy,32.31213,-95.30937,0,5.0,4.0
12,tx, tyler,Headquarters,Hair Salons,32.2944951792342,-95.305016588989,$$,5.0,4.0
13,tx, tyler,The Rage Salon,Hair Salons,32.27426,-95.33921,$$$,3.5,13.0
14,tx, tyler,Reflections Wig Salon & Boutique,Wigs,32.340719,-95.3030284,0,5.0,1.0
15,tx, tyler,The Massage Spot & Spa,Massage,32.295185,-95.290928,0,1.0,1.0
16,tx, tyler,Nail & Spa Unlimited,Day Spas,32.30775,-95.27145,$,4.0,5.0
17,tx, tyler,Prism Beauty Bar,Hair Stylists,32.284025,-95.304123,$$,4.5,31.0
18,tx, tyler,Spectrum Laser Aesthetics,Laser Hair Removal,32.28237,-95.30774,0,5.0,1.0
19,tx, tyler,With Class Spa,Nail Salons,32.2673285,-95.3569883,0,4.5,2.0
0,va, richmond,Vitality Float Spa,Massage Therapy,37.549672,-77.474661,$$,4.5,62.0
1,va, richmond,Perception Organic Spa,Day Spas,37.5522184,-77.4777944,$$,4.5,170.0
2,va, richmond,Sacred Waters Holistic Spa & Boutique,Reiki,37.5540037144391,-77.483596354723,$$,4.5,42.0
3,va, richmond,Glow Med Spa,Medical Spas,37.6593018,-77.6266403,$$,4.5,68.0
4,va, richmond,Glow Med Spa,Skin Care,37.6004673,-77.4667517,$$,4.5,53.0
5,va, richmond,Renewal Day Spa & Nails,Day Spas,37.5037376,-77.575928,$$$,4.5,19.0
6,va, richmond,Awaken,Massage,37.546469,-77.460254,0,5.0,27.0
7,va, richmond,Pressed,Massage Therapy,37.5513199,-77.47385,$$,4.5,17.0
8,va, richmond,Main Street Spa & Wellness Center,Skin Care,37.55288,-77.48022,$$,5.0,13.0
9,va, richmond,New Asian Massage Spa,Massage Therapy,37.6817173,-77.5873243779099,0,4.5,12.0
10,va, richmond,Bon Air Med Spa,Medical Spas,37.5362091,-77.5615082,$$,4.5,12.0
11,va, richmond,Hand & Stone Massage and Facial Spa,Massage,37.55713,-77.48625,$$,3.5,46.0
12,va, richmond,Scents of Serenity Organic Spa,Day Spas,37.6560424,-77.524436,$$,5.0,79.0
13,va, richmond,allé Massage Delivery,Massage,37.5762100219727,-77.5154800415039,$$,4.5,19.0
14,va, richmond,Rustique Salon & Spa,Hair Salons,37.5817422160488,-77.5555855035782,$$,5.0,12.0
15,va, richmond,Mirus Massage,Massage,37.55366,-77.48091,$$,5.0,15.0
16,va, richmond,Elements Massage - Short Pump,Massage,37.6523017,-77.6203079,$$,4.5,19.0
17,va, richmond,Muise Spa,Day Spas,37.61157,-77.34553,$$,4.5,11.0
18,va, richmond,Taiwan Spa,Massage,37.651538,-77.615076,$,4.5,43.0
19,va, richmond,Indigo Therapeutic Massage & Healing Arts,Medical Spas,37.590203,-77.529099,$$,5.0,3.0
0,wa, spokane,Pure Salon & Spa,Waxing,47.656584,-117.418714,$$,5.0,37.0
1,wa, spokane,Davenport Spa and Salon,Day Spas,47.6564599,-117.4233311,$$$,4.5,31.0
2,wa, spokane,The BrickHouse Massage & Coffee Bar,Day Spas,47.65677,-117.21297,$$,4.5,40.0
3,wa, spokane,Spa Paradiso,Massage,47.6617604521511,-117.430935842575,$$$,3.5,39.0
4,wa, spokane,Luxe Salon & Spa,Waxing,47.7152675,-117.4169334,0,4.5,15.0
5,wa, spokane,La Rive Spa,Massage,47.658098,-117.561804,$$$,3.5,32.0
6,wa, spokane,SpaBlue,Skin Care,47.65963,-117.41558,$$,5.0,6.0
7,wa, spokane,Elements Massage - Spokane South,Massage,47.6027632604287,-117.363777929129,$$,4.0,21.0
8,wa, spokane,Jasmine Massage,Massage,47.70032,-117.41262,0,5.0,5.0
9,wa, spokane,Mia's Massage,Massage,47.69364,-117.43273,0,5.0,4.0
10,wa, spokane,Asian Touch Massage Spa,Reflexology,47.71476,-117.38855,0,5.0,1.0
11,wa, spokane,Studio North Salon & Spa,Eyelash Service,47.75747,-117.39597,$$,5.0,10.0
12,wa, spokane,Vida Salon & Spa,Hair Salons,47.6673583984375,-117.425643920898,$$,4.0,6.0
13,wa, spokane,Di Amand Salon & Day Spa,Day Spas,47.60184,-117.36987,0,5.0,1.0
14,wa, spokane,Whispering Falls Massage Therapy,Massage,47.656335,-117.418974,$$,5.0,5.0
15,wa, spokane,Elements Massage - Wandermere,Massage,47.7696991412759,-117.40799415483,$$,4.5,16.0
16,wa, spokane,Azure Aesthetics,Day Spas,47.6781756624692,-117.238884526459,$$,4.5,10.0
17,wa, spokane,Zuri Skin Spa,Waxing,47.6574495757618,-117.413515190047,$$,4.5,15.0
18,wa, spokane,Fancy Oil Spa,Massage,47.7190364,-117.3946605,$,4.5,27.0
19,wa, spokane,Lin's Relax Station,Massage,47.702169,-117.409516,0,5.0,7.0
0,wi, milwaukee,Knick Salon & Spa,Hair Salons,43.04605,-87.898782,$$,4.0,55.0
1,wi, milwaukee,Deep Roots Massage,Day Spas,43.0036087,-87.905159,$$,4.5,8.0
2,wi, milwaukee,Well Spa + Salon,Day Spas,43.0389758,-87.9056949913502,$$$,4.0,85.0
3,wi, milwaukee,Spargo Salon & Day Spa,Day Spas,43.0841576880795,-88.2459963193466,$$,4.5,19.0
4,wi, milwaukee,Neroli Salon & Spa,Day Spas,43.0349921,-87.9064855,$$$,3.5,98.0
5,wi, milwaukee,Chloe Organic Massage & Bodywork Studio,Massage,43.052743,-87.899929,$$,5.0,11.0
6,wi, milwaukee,Urbaine Oasis Spa Boutique,Day Spas,43.0334824,-87.9080043,0,5.0,6.0
7,wi, milwaukee,Bare Beauty Med Spa & Skincare,Medical Spas,43.039462,-87.906242,$$,4.5,14.0
8,wi, milwaukee,Healium Wellness,Massage Therapy,42.9812583,-87.9083558,0,4.5,19.0
9,wi, milwaukee,Elements Massage - Elm Grove,Massage,43.0367172086516,-88.0735594367991,$$,5.0,22.0
10,wi, milwaukee,Vidatherapy Massage Center,Massage Therapy,43.03695,-87.978357,0,5.0,2.0
11,wi, milwaukee,Invivo Wellness,Massage,43.057616,-87.897584,$$,4.5,46.0
12,wi, milwaukee,Taglio Salon & Spa,Skin Care,42.9744144,-88.0484888,$$,4.5,7.0
13,wi, milwaukee,Sparkle Spa,Day Spas,43.041904,-88.0790848,$$,5.0,9.0
14,wi, milwaukee,Massage By Ashley,Reflexology,43.0301500252645,-87.9124415860658,0,5.0,2.0
15,wi, milwaukee,Origins of Wellness,Skin Care,42.9416499,-87.9963897,$$,4.5,11.0
16,wi, milwaukee,Lula Mae Aesthetic Boutique,Day Spas,43.01687,-87.99136,$$,4.0,19.0
17,wi, milwaukee,Infinity Massage and Bodywork,Reiki,42.9712057,-87.9092509,0,4.5,7.0
18,wi, milwaukee,honeybee sage,Massage Therapy,43.0764,-87.95811,0,5.0,1.0
19,wi, milwaukee,Anna's Soothing Service Plus,Massage,43.0345458984375,-87.9150924682617,$$,5.0,3.0
0,wi, kenosha,Bodywise Wellness & Spa,Yoga,42.59833,-87.879,$$,4.5,24.0
1,wi, kenosha,Moda Bella Salon and Spa,Nail Salons,42.5811179,-87.822197,$$,4.5,49.0
2,wi, kenosha,Equinox the Body & Soul Boutique,Day Spas,42.5822296,-87.818161,$$,4.5,9.0
3,wi, kenosha,Springbrook Wellness,Massage Therapy,42.55875,-87.85323,$$,5.0,5.0
4,wi, kenosha,Blue Dove Salon & Day Spa,Day Spas,42.705217,-87.826609,$$,4.5,8.0
5,wi, kenosha,Skin R.N.,Medical Spas,42.6026838,-87.8670062,0,5.0,1.0
6,wi, kenosha,Touch of Peace & Harmony,Massage Therapy,42.5679299,-87.94401,0,5.0,2.0
7,wi, kenosha,Black Cat Bodyworks,Massage Therapy,42.5906759,-87.8207135,0,5.0,1.0
8,wi, kenosha,Bettina's Therapeutic Massage,Naturopathic/Holistic,42.57125,-87.85551,0,5.0,1.0
9,wi, kenosha,Bliss2Massage,Massage Therapy,42.6883850097656,-87.8373413085938,0,5.0,3.0
10,wi, kenosha,#1 Massage Spa,Massage,42.56792,-87.87994,0,5.0,3.0
11,wi, kenosha,Gemini Salon & Spa,Nail Salons,42.568297,-87.946705,$$$,4.0,23.0
12,wi, kenosha,Laurel Massage Studio,Massage Therapy,42.723338,-87.781635,0,5.0,1.0
13,wi, kenosha,Citrine Professional Skincare and Massage,Medical Spas,42.718386,-87.847582,0,5.0,1.0
14,wi, kenosha,Wisconsin Institute of East-West Wellness,Massage Schools,42.5760367041808,-87.8379356861115,0,3.0,4.0
15,wi, kenosha,Ai Spa,Massage,42.72149,-87.88807,$$,5.0,1.0
16,wi, kenosha,Salon Bari,Hair Salons,42.572118,-87.886394,$$,5.0,8.0
17,wi, kenosha,Meraki Therapy,Reflexology,42.561969,-87.889318,$,5.0,3.0
18,wi, kenosha,Perfect 10 Nails,Skin Care,42.5857086,-87.8184814,$$,5.0,1.0
19,wi, kenosha,Polished Beauty Bar,Eyelash Service,42.719854,-87.853455,0,3.5,14.0
0,ca, sacramento,House of Bread Christian Academy,Private Schools,38.6850543,-121.2256249,0,5.0,3.0
0,md, baltimore,The Private School Admissions Company,Private Tutors,38.937976,-77.073644,0,1.0,6.0
0,ca, los angeles,Personal Chef Judy Aldler,Personal Chefs,34.02875,-118.4717975,0,5.0,1.0
1,ca, los angeles,T's Tasty Treats & Catering,Caterers,33.987060546875,-118.387809753418,$$$,5.0,1.0
2,ca, los angeles,Kang Ho Dong Baekjeong,Korean,33.70806,-117.78383,$$,4.5,2198.0
0,ca, san diego,Personal Chefs for Seniors,Personal Chefs,32.7475051879883,-117.202522277832,0,5.0,3.0
1,ca, san diego,Personal Chef Yoann Taboyan,Personal Chefs,32.8421401977539,-117.274711608887,0,5.0,28.0
0,ca, san francisco,DaniBensimon Catering,Party & Event Planning,37.81258,-122.243362,0,5.0,7.0
1,ca, san francisco,Catered with Class,Caterers,38.10856,-122.21234,0,4.5,11.0
2,ca, san francisco,MightyGoodFood,Caterers,38.54939,-121.71666,$$,5.0,4.0
0,ca, sacramento,MightyGoodFood,Caterers,38.54939,-121.71666,$$,5.0,4.0
1,ca, sacramento,Catered with Class,Caterers,38.10856,-122.21234,0,4.5,11.0
0,ca, riverside,Kang Ho Dong Baekjeong,Korean,33.70806,-117.78383,$$,4.5,2198.0
0,ca, san bernardino,Kang Ho Dong Baekjeong,Korean,33.70806,-117.78383,$$,4.5,2198.0
0,ca, orange,Personal Chef Peter,Personal Chefs,33.6505761,-117.9159752,0,5.0,40.0
1,ca, orange,T's Tasty Treats & Catering,Caterers,33.987060546875,-118.387809753418,$$$,5.0,1.0
2,ca, orange,Kang Ho Dong Baekjeong,Korean,33.70806,-117.78383,$$,4.5,2198.0
0,ca, santa clara,DaniBensimon Catering,Party & Event Planning,37.81258,-122.243362,0,5.0,7.0
1,ca, santa clara,Catered with Class,Caterers,38.10856,-122.21234,0,4.5,11.0
2,ca, santa clara,MightyGoodFood,Caterers,38.54939,-121.71666,$$,5.0,4.0
0,ca, san mateo,DaniBensimon Catering,Party & Event Planning,37.81258,-122.243362,0,5.0,7.0
1,ca, san mateo,Catered with Class,Caterers,38.10856,-122.21234,0,4.5,11.0
2,ca, san mateo,MightyGoodFood,Caterers,38.54939,-121.71666,$$,5.0,4.0
